"","PortID","PortName","allCntImpValyr","allCntImpYr","time","Year","State","PortNameTiCase","County_GEOID","CountyName"
"712","0102","BANGOR, ME",0,0,"2017-12","2017"," ME","Bangor","23019","Penobscot"
"713","0103","EASTPORT, ME",0,0,"2017-12","2017"," ME","Eastport","23029","Washington"
"714","0105","VANCEBORO, ME",0,0,"2017-12","2017"," ME","Vanceboro","23029","Washington"
"715","0106","HOULTON, ME",0,0,"2017-12","2017"," ME","Houlton","23003","Aroostook"
"716","0108","VAN BUREN, ME",0,0,"2017-12","2017"," ME","Van Buren","23003","Aroostook"
"717","0109","MADAWASKA, ME",0,0,"2017-12","2017"," ME","Madawaska","23003","Aroostook"
"718","0110","FORT KENT, ME",0,0,"2017-12","2017"," ME","Fort Kent","23003","Aroostook"
"719","0115","CALAIS, ME",0,0,"2017-12","2017"," ME","Calais","23029","Washington"
"720","0118","LIMESTONE, ME",0,0,"2017-12","2017"," ME","Limestone","23003","Aroostook"
"721","0131","PORTSMOUTH, NH",37684638,64984984,"2017-12","2017"," NH","Portsmouth","33015","Rockingham"
"722","0132","BELFAST, ME",0,0,"2017-12","2017"," ME","Belfast","23027","Waldo"
"723","0152","SEARSPORT, ME",10026397,41332921,"2017-12","2017"," ME","Searsport","23027","Waldo"
"724","0401","BOSTON, MA",4142927199,1060404336,"2017-12","2017"," MA","Boston","25021","Norfolk"
"725","0403","WORCESTER, MA",0,0,"2017-12","2017"," MA","Worcester","25027","Worcester"
"726","0404","GLOUCESTER, MA",245940,40365,"2017-12","2017"," MA","Gloucester","25009","Essex"
"727","0405","NEW BEDFORD, MA",3367023,2288222,"2017-12","2017"," MA","New Bedford","25005","Bristol"
"728","0406","PLYMOUTH, MA",0,0,"2017-12","2017"," MA","Plymouth","25023","Plymouth"
"729","0407","FALL RIVER, MA",1288924,334463,"2017-12","2017"," MA","Fall River","44005","Newport"
"730","0408","SALEM, MA",1134775,20802,"2017-12","2017"," MA","Salem","25009","Essex"
"731","0410","BRIDGEPORT, CT",33462,11846,"2017-12","2017"," CT","Bridgeport","09001","Fairfield"
"732","0411","HARTFORD, CT",82882,28181,"2017-12","2017"," CT","Hartford","09003","Hartford"
"733","0412","NEW HAVEN, CT",11931491,23205500,"2017-12","2017"," CT","New Haven","09009","New Haven"
"734","0413","NEW LONDON, CT",4382830,4502531,"2017-12","2017"," CT","New London","09011","New London"
"735","0501","NEWPORT, RI",0,0,"2017-12","2017"," RI","Newport","44005","Newport"
"736","0502","PROVIDENCE, RI",72560896,278112089,"2017-12","2017"," RI","Providence","44007","Providence"
"737","0503","MELLVILLE, RI",49126,6493,"2017-12","2017"," RI","Mellville","44005","Newport"
"738","0701","OGDENSBURG, NY",627544,203359,"2017-12","2017"," NY","Ogdensburg","36089","St. Lawrence"
"739","0704","MASSENA, NY",1195590,182693,"2017-12","2017"," NY","Massena","36089","St. Lawrence"
"740","0708","ALEXANDRIA BAY, NY",486373,29405,"2017-12","2017"," NY","Alexandria Bay","36045","Jefferson"
"741","0714","CLAYTON, NY",0,0,"2017-12","2017"," NY","Clayton","36045","Jefferson"
"742","0901","BUFFALO-NIAGARA FALLS, NY",56717304,11712371,"2017-12","2017"," NY","Buffalo-Niagara Falls","36029","Erie"
"743","0903","ROCHESTER, NY",67260,3089,"2017-12","2017"," NY","Rochester","36055","Monroe"
"744","0904","OSWEGO, NY",475017,7062300,"2017-12","2017"," NY","Oswego","36075","Oswego"
"745","0905","SODUS POINT, NY",31240,3850,"2017-12","2017"," NY","Sodus Point","36117","Wayne"
"746","0906","SYRACUSE, NY",0,0,"2017-12","2017"," NY","Syracuse","36067","Onondaga"
"747","1001","NEW YORK, NY",8539132522,2272021479,"2017-12","2017"," NY","New York","36005","Bronx"
"748","1002","ALBANY, NY",99635113,140992535,"2017-12","2017"," NY","Albany","36001","Albany"
"749","1101","PHILADELPHIA, PA",8583882452,3208772405,"2017-12","2017"," PA","Philadelphia","42017","Bucks"
"750","1102","CHESTER, PA",3931986055,810221836,"2017-12","2017"," PA","Chester","42045","Delaware"
"751","1103","WILMINGTON, DE",749415363,1167106964,"2017-12","2017"," DE","Wilmington","34033","Salem"
"752","1104","PITTSBURGH, PA",0,0,"2017-12","2017"," PA","Pittsburgh","42003","Allegheny"
"753","1105","PAULSBORO, NJ",109362,14167,"2017-12","2017"," NJ","Paulsboro","42045","Delaware"
"754","1107","CAMDEN, NJ",2139462,290567,"2017-12","2017"," NJ","Camden","42101","Philadelphia"
"755","1301","ANNAPOLIS, MD",5089402,2157647,"2017-12","2017"," MD","Annapolis","24003","Anne Arundel"
"756","1302","CAMBRIDGE, MD",18033,2606,"2017-12","2017"," MD","Cambridge","24019","Dorchester"
"757","1303","BALTIMORE, MD",17110705736,5128397125,"2017-12","2017"," MD","Baltimore","24005","Baltimore"
"758","1401","NORFOLK-NEWPORT NEWS, VA",44340884358,9523225809,"2017-12","2017"," VA","Norfolk-Newport News","51811","Virginia Beach"
"759","1404","RICHMOND-PETERSBURG, VA",4452457,7239683,"2017-12","2017"," VA","Richmond-Petersburg","51812","Virginia Beach"
"760","1409","CHARLESTON, WV",0,0,"2017-12","2017"," WV","Charleston","51813","Virginia Beach"
"761","1501","WILMINGTON, NC",2696832959,703037743,"2017-12","2017"," NC","Wilmington","37129","New Hanover"
"762","1502","WINSTON-SALEM, NC",0,0,"2017-12","2017"," NC","Winston-Salem","37067","Forsyth"
"763","1503","DURHAM, NC",0,0,"2017-12","2017"," NC","Durham","37183","Wake"
"764","1511","BEAUFORT-MOREHEAD CITY, NC",127134624,74154852,"2017-12","2017"," NC","Beaufort-Morehead Cty","37031","Carteret"
"765","1512","CHARLOTTE, NC",0,0,"2017-12","2017"," NC","Charlotte","45091","York"
"766","1601","CHARLESTON, SC",42203518858,8283483910,"2017-12","2017"," SC","Charleston","45019","Charleston"
"767","1602","GEORGETOWN, SC",3233401,514336,"2017-12","2017"," SC","Georgetown","45043","Georgetown"
"768","1604","COLUMBIA, SC",0,0,"2017-12","2017"," SC","Columbia","45079","Richland"
"769","1701","BRUNSWICK, GA",319588702,24641710,"2017-12","2017"," GA","Brunswick","13127","Glynn"
"770","1703","SAVANNAH, GA",59732626330,12796477055,"2017-12","2017"," GA","Savannah","13103","Effingham"
"771","1704","ATLANTA, GA",0,0,"2017-12","2017"," GA","Atlanta","13067","Cobb"
"772","1801","TAMPA, FL",803723209,410779242,"2017-12","2017"," FL","Tampa","12057","Hillsborough"
"773","1803","JACKSONVILLE, FL",7064905878,2693495648,"2017-12","2017"," FL","Jacksonville","12089","Nassau"
"774","1805","FERNANDINA, FL",1559399,160212,"2017-12","2017"," FL","Fernandina Beach","12089","Nassau"
"775","1808","ORLANDO, FL",0,0,"2017-12","2017"," FL","Orlando","12097","Osceola"
"776","1814","ST. PETERSBURG, FL",113105,25392,"2017-12","2017"," FL","St. Petersburg","12057","Hillsborough"
"777","1816","PORT CANAVERAL, FL",57474929,67634502,"2017-12","2017"," FL","Port Canaveral","12009","Brevard"
"778","1818","PANAMA CITY, FL",452011281,100191137,"2017-12","2017"," FL","Panama City","12005","Bay"
"779","1819","PENSACOLA, FL",10037,45970,"2017-12","2017"," FL","Pensacola","12113","Santa Rosa"
"780","1821","PORT MANATEE, FL",255105570,343015200,"2017-12","2017"," FL","Port Manatee","12081","Manatee"
"781","1901","MOBILE, AL",4130817786,1454020465,"2017-12","2017"," AL","Mobile","01003","Baldwin"
"782","1902","GULFPORT, MS",1632015171,889997536,"2017-12","2017"," MS","Gulfport","28047","Harrison"
"783","1903","PASCAGOULA, MS",590618,181540,"2017-12","2017"," MS","Pascagoula","28059","Jackson"
"784","1904","BIRMINGHAM, AL",0,0,"2017-12","2017"," AL","Birmingham","01073","Jefferson"
"785","1910","HUNTSVILLE, AL",0,0,"2017-12","2017"," AL","Huntsville","01103","Morgan"
"786","2001","MORGAN CITY, LA",138851780,14999167,"2017-12","2017"," LA","Morgan City","22101","St. Mary"
"787","2002","NEW ORLEANS, LA",4860467531,2669004616,"2017-12","2017"," LA","New Orleans","22071","Orleans"
"788","2004","BATON ROUGE, LA",79612730,264722624,"2017-12","2017"," LA","Baton Rouge","22121","West Baton Rouge"
"789","2010","GRAMERCY, LA",105633686,328910316,"2017-12","2017"," LA","Gramercy","22093","St. James"
"790","2011","GREENVILLE, MS",28040,25400,"2017-12","2017"," MS","Greenville","05017","Chicot"
"791","2015","VICKSBURG, MS",0,0,"2017-12","2017"," MS","Vicksburg","22065","Madison"
"792","2017","LAKE CHARLES, LA",105711015,527987090,"2017-12","2017"," LA","Lake Charles","22019","Calcasieu"
"793","2018","SHREVEPORT-BOSSIER CITY, LA",0,0,"2017-12","2017"," LA","Shreveport/Bossier City","22017","Caddo "
"794","2101","PORT ARTHUR, TX",81661201,6277282,"2017-12","2017"," TX","Port Arthur","22023","Cameron"
"795","2103","ORANGE, TX",0,0,"2017-12","2017"," TX","Orange","48361","Orange"
"796","2104","BEAUMONT, TX",50601906,136596254,"2017-12","2017"," TX","Beaumont","48199","Hardin"
"797","2501","SAN DIEGO, CA",423382278,628482434,"2017-12","2017"," CA","San Diego","06073","San Diego"
"798","2704","LOS ANGELES, CA",224901223859,38217547248,"2017-12","2017"," CA","Los Angeles","06037","Los Angeles"
"799","2709","LONG BEACH, CA",58532136755,10637325411,"2017-12","2017"," CA","Long Beach","06059","Orange"
"800","2712","VENTURA, CA",56338,6921,"2017-12","2017"," CA","Ventura","06111","Ventura"
"801","2713","PORT HUENEME, CA",318905162,258497427,"2017-12","2017"," CA","Port Hueneme","06111","Ventura"
"802","2719","MORRO BAY, CA",134456,26552,"2017-12","2017"," CA","Morro Bay","06079","San Luis Obispo"
"803","2802","EUREKA, CA",824865,73355,"2017-12","2017"," CA","Eureka","06023","Humboldt"
"804","2805","MONTEREY, CA",1005268,42041,"2017-12","2017"," CA","Monterey","06053","Monterey"
"805","2809","SAN FRANCISCO, CA",1064687231,266140534,"2017-12","2017"," CA","San Francisco","06081","San Mateo"
"806","2810","STOCKTON, CA",58043512,87521962,"2017-12","2017"," CA","Stockton","06077","San Joaquin"
"807","2811","OAKLAND, CA",26141539628,6595520345,"2017-12","2017"," CA","Oakland","06001","Alameda"
"808","2812","RICHMOND, CA",215945682,262719696,"2017-12","2017"," CA","Richmond","06001","Alameda"
"809","2815","CROCKETT, CA",0,0,"2017-12","2017"," CA","Crockett","06013","Contra Costa"
"810","2820","MARTINEZ, CA",0,0,"2017-12","2017"," CA","Martinez","06013","Contra Costa"
"811","2821","REDWOOD CITY, CA",6808,26000,"2017-12","2017"," CA","Redwood City","06081","San Mateo"
"812","2827","SELBY, CA",17678,7275,"2017-12","2017"," CA","Selby","06013","Contra Costa"
"813","2829","SAN PABLO BAY, CA",1728878,336728,"2017-12","2017"," CA","San Pablo Bay","06013","Contra Costa"
"814","2830","CARQUINEZ STRAIT, CA",79490,2190,"2017-12","2017"," CA","Carquinez Strait","06013","Contra Costa"
"815","2901","ASTORIA, OR",367897,43775,"2017-12","2017"," OR","Astoria","41007","Clatsop"
"816","2902","NEWPORT, OR",0,0,"2017-12","2017"," OR","Newport","41041","Lincoln"
"817","2903","COOS BAY, OR",1196348,16772188,"2017-12","2017"," OR","Coos Bay","41011","Coos"
"818","2904","PORTLAND, OR",8069283,27314431,"2017-12","2017"," OR","Portland","41067","Washington"
"819","2905","LONGVIEW, WA",20693810,22148772,"2017-12","2017"," WA","Longview","53015","Cowlitz"
"820","2908","VANCOUVER, WA",28139322,55224746,"2017-12","2017"," WA","Vancouver","53011","Clark"
"821","2909","KALAMA, WA",2552718,331897,"2017-12","2017"," WA","Kalama","53015","Cowlitz"
"822","3001","SEATTLE, WA",17232920388,4249441749,"2017-12","2017"," WA","Seattle","53035","Kitsap"
"823","3002","TACOMA, WA",35507243215,4651227973,"2017-12","2017"," WA","Tacoma","53053","Pierce"
"824","3003","ABERDEEN-HOQUIAM, WA",198437959,16898482,"2017-12","2017"," WA","Aberdeen","53027","Grays Harbor"
"825","3004","BLAINE, WA",7561067,720103,"2017-12","2017"," WA","Blaine","53073","Whatcom"
"826","3005","BELLINGHAM, WA",618039,171245,"2017-12","2017"," WA","Bellingham","53073","Whatcom"
"827","3006","EVERETT, WA",1201019786,10501099,"2017-12","2017"," WA","Everett","53061","Snohomish"
"828","3007","PORT ANGELES, WA",39850,11909,"2017-12","2017"," WA","Port Angeles","53009","Clallam"
"829","3008","PORT TOWNSEND, WA",1369345,29396,"2017-12","2017"," WA","Port Townsend","53031","Jefferson"
"830","3009","SUMAS, WA",0,0,"2017-12","2017"," WA","Sumas","53073","Whatcom"
"831","3010","ANACORTES, WA",9427938,621278,"2017-12","2017"," WA","Anacortes","53057","Skagit"
"832","3014","FRIDAY HARBOR, WA",0,0,"2017-12","2017"," WA","Friday Harbor","53055","San Juan"
"833","3023","LYNDEN, WA",0,0,"2017-12","2017"," WA","Lynden","53073","Whatcom"
"834","3026","OLYMPIA, WA",0,0,"2017-12","2017"," WA","Olympia","53067","Thurston"
"835","3101","JUNEAU, AK",6884,2,"2017-12","2017"," AK","Juneau","02105","Hoonah-Angoon"
"836","3102","KETCHIKAN, AK",433939,99460,"2017-12","2017"," AK","Ketchikan","02130","Ketchikan Gateway"
"837","3103","SKAGWAY, AK",150852,7104,"2017-12","2017"," AK","Skagway","02230","Skagway"
"838","3105","WRANGELL, AK",6052,4497,"2017-12","2017"," AK","Wrangell","02275","Wrangell"
"839","3111","FAIRBANKS, AK",0,0,"2017-12","2017"," AK","Fairbanks","02090","Fairbanks North Star"
"840","3115","SITKA, AK",0,0,"2017-12","2017"," AK","Sitka","02105","Hoonah-Angoon"
"841","3126","ANCHORAGE, AK",35076577,42285856,"2017-12","2017"," AK","Anchorage","02170","Matanuska-Susitna"
"842","3201","HONOLULU, HI",519424271,924757697,"2017-12","2017"," HI","Honolulu","15003","Honolulu"
"843","3202","HILO, HI",0,0,"2017-12","2017"," HI","Hilo","15001","Hawaii"
"844","3203","KAHULUI, HI",0,0,"2017-12","2017"," HI","Kahului","15009","Maui"
"845","3206","KONA, HI",278923,72650,"2017-12","2017"," HI","Kona","15001","Hawaii"
"846","3501","MINNEAPOLIS-ST. PAUL, MN",0,0,"2017-12","2017"," MN","Minneapolis-St. Paul","27054","Hennepin"
"847","3510","DULUTH, MN - SUPERIOR, WI",69198863,14247000,"2017-12","2017"," WI","Duluth","55031","Douglas"
"848","3604","INTERNATIONAL FALLS-RANIER, MN",526082229,121634151,"2017-12","2017"," MN","International Falls","27071","Koochiching"
"849","3701","MILWAUKEE, WI",5335875,389966,"2017-12","2017"," WI","Milwaukee","55133","Waukesha"
"850","3702","MARINETTE, WI",0,0,"2017-12","2017"," WI","Marinette","55075","Marinette"
"851","3703","GREEN BAY, WI",120508,10021,"2017-12","2017"," WI","Green Bay","55009","Brown"
"852","3708","RACINE, WI",0,0,"2017-12","2017"," WI","Racine","55101","Racine"
"853","3801","DETROIT, MI",91949326,17204194,"2017-12","2017"," MI","Detroit","26125","Oakland"
"854","3802","PORT HURON, MI",111779243,65627842,"2017-12","2017"," MI","Port Huron","26147","St. Clair"
"855","3803","SAULT STE MARIE, MI",374252,24787215,"2017-12","2017"," MI","Sault Ste. Marie","26033","Chippewa"
"856","3804","SAGINAW-BAY CITY, MI",0,0,"2017-12","2017"," MI","Saginaw/Bay City","26145","Saginaw"
"857","3806","GRAND RAPIDS, MI",0,0,"2017-12","2017"," MI","Grand Rapids","26081","Kent"
"858","3808","ESCANABA, MI",229913,15792,"2017-12","2017"," MI","Escanaba","26041","Delta"
"859","3809","MARQUETTE, MI",44928,11404,"2017-12","2017"," MI","Marquette","26103","Marquette"
"860","3816","GRAND HAVEN, MI",0,0,"2017-12","2017"," MI","Grand Haven","26139","Ottawa"
"861","3843","ALPENA, MI",0,0,"2017-12","2017"," MI","Alpena","26007","Alpena"
"862","3901","CHICAGO, IL",540894116,164646892,"2017-12","2017"," IL","Chicago","17043","DuPage"
"863","3902","PEORIA, IL",18457228,107122,"2017-12","2017"," IL","Peoria","17143","Peoria"
"864","3905","GARY, IN",0,0,"2017-12","2017"," IN","Gary","18127","Porter"
"865","4101","CLEVELAND, OH",247045354,25556556,"2017-12","2017"," OH","Cleveland","39035","Cuyahoga"
"866","4102","CINCINNATI-LAWRENCEBURG, OH",0,0,"2017-12","2017"," OH","Cincinnati","39061","Hamilton"
"867","4103","COLUMBUS, OH",0,0,"2017-12","2017"," OH","Columbus","39045","Fairfield"
"868","4104","DAYTON, OH",0,0,"2017-12","2017"," OH","Dayton","39113","Montgomery"
"869","4105","TOLEDO-SANDUSKY, OH",10725758,4424320,"2017-12","2017"," OH","Toledo","39173","Wood"
"870","4106","ERIE, PA",4081534,530006,"2017-12","2017"," PA","Erie","42049","Erie"
"871","4117","HURON, OH",243895,18373,"2017-12","2017"," OH","Huron","39043","Erie"
"872","4121","LORAIN, OH",8153,413,"2017-12","2017"," OH","Lorain","39093","Lorain"
"873","5201","MIAMI, FL",13714843871,3350173538,"2017-12","2017"," FL","Miami","12086","Miami-Dade"
"874","5202","KEY WEST, FL",201766,42650,"2017-12","2017"," FL","Key West","12087","Monroe"
"875","5203","PORT EVERGLADES, FL",9063629429,3125422701,"2017-12","2017"," FL","Port Everglades","12011","Broward"
"876","5204","WEST PALM BEACH, FL",243974563,112115005,"2017-12","2017"," FL","West Palm Beach","12099","Palm Beach"
"877","5205","FORT PIERCE, FL",80500,45033,"2017-12","2017"," FL","Fort Pierce","12111","St. Lucie"
"878","5301","HOUSTON, TX",31346580376,10857373483,"2017-12","2017"," TX","Houston","48339","Montgomery"
"879","5306","TEXAS CITY, TX",137150,23424,"2017-12","2017"," TX","Texas City","48071","Chambers"
"880","5310","GALVESTON, TX",457018738,316961824,"2017-12","2017"," TX","Galveston","48167","Galveston"
"881","5311","FREEPORT, TX",220140729,257841733,"2017-12","2017"," TX","Freeport","48039","Brazoria"
"882","5312","CORPUS CHRISTI, TX",702950361,292056841,"2017-12","2017"," TX","Corpus Christi","48409","San Patricio"
"883","5313","PORT LAVACA, TX",124292111,271211602,"2017-12","2017"," TX","Port Lavaca","48057","Calhoun"
"884","5401","WASHINGTON, DC",31647810,8017992,"2017-12","2017"," DC","Washington","51013","Arlington"
"885","5402","ALEXANDRIA, VA",245009,93943,"2017-12","2017"," VA","Alexandria","51059","Fairfax"
"886","0101","PORTLAND, ME",492322222,132131488,"2018-12","2018"," ME","Portland","23005","Cumberland"
"887","0102","BANGOR, ME",37696,47236,"2018-12","2018"," ME","Bangor","23019","Penobscot"
"888","0103","EASTPORT, ME",0,0,"2018-12","2018"," ME","Eastport","23029","Washington"
"889","0105","VANCEBORO, ME",0,0,"2018-12","2018"," ME","Vanceboro","23029","Washington"
"890","0106","HOULTON, ME",0,0,"2018-12","2018"," ME","Houlton","23003","Aroostook"
"891","0108","VAN BUREN, ME",0,0,"2018-12","2018"," ME","Van Buren","23003","Aroostook"
"892","0109","MADAWASKA, ME",0,0,"2018-12","2018"," ME","Madawaska","23003","Aroostook"
"893","0110","FORT KENT, ME",0,0,"2018-12","2018"," ME","Fort Kent","23003","Aroostook"
"894","0111","BATH, ME",0,0,"2018-12","2018"," ME","Bath","23005","Cumberland"
"895","0115","CALAIS, ME",1492220,144312,"2018-12","2018"," ME","Calais","23029","Washington"
"896","0118","LIMESTONE, ME",0,0,"2018-12","2018"," ME","Limestone","23003","Aroostook"
"897","0131","PORTSMOUTH, NH",7494237,40748760,"2018-12","2018"," NH","Portsmouth","33015","Rockingham"
"898","0132","BELFAST, ME",0,0,"2018-12","2018"," ME","Belfast","23027","Waldo"
"899","0152","SEARSPORT, ME",6318386,490340,"2018-12","2018"," ME","Searsport","23027","Waldo"
"900","0401","BOSTON, MA",4784002259,1126280386,"2018-12","2018"," MA","Boston","25021","Norfolk"
"901","0403","WORCESTER, MA",0,0,"2018-12","2018"," MA","Worcester","25027","Worcester"
"902","0404","GLOUCESTER, MA",171748,45105,"2018-12","2018"," MA","Gloucester","25009","Essex"
"903","0405","NEW BEDFORD, MA",28626227,1318403,"2018-12","2018"," MA","New Bedford","25005","Bristol"
"904","0406","PLYMOUTH, MA",387152,27675,"2018-12","2018"," MA","Plymouth","25023","Plymouth"
"905","0407","FALL RIVER, MA",1254750,362354,"2018-12","2018"," MA","Fall River","44005","Newport"
"906","0408","SALEM, MA",2420852,66349,"2018-12","2018"," MA","Salem","25009","Essex"
"907","0410","BRIDGEPORT, CT",500391,37631,"2018-12","2018"," CT","Bridgeport","09001","Fairfield"
"908","0411","HARTFORD, CT",284759,29277,"2018-12","2018"," CT","Hartford","09003","Hartford"
"909","0412","NEW HAVEN, CT",8939996,10185512,"2018-12","2018"," CT","New Haven","09009","New Haven"
"910","0413","NEW LONDON, CT",13507743,19437799,"2018-12","2018"," CT","New London","09011","New London"
"911","0501","NEWPORT, RI",56704,31872,"2018-12","2018"," RI","Newport","44005","Newport"
"912","0502","PROVIDENCE, RI",58739614,44246365,"2018-12","2018"," RI","Providence","44007","Providence"
"913","0701","OGDENSBURG, NY",3389112,322243,"2018-12","2018"," NY","Ogdensburg","36089","St. Lawrence"
"914","0704","MASSENA, NY",162919,21677,"2018-12","2018"," NY","Massena","36089","St. Lawrence"
"915","0708","ALEXANDRIA BAY, NY",2172426,139429,"2018-12","2018"," NY","Alexandria Bay","36045","Jefferson"
"916","0714","CLAYTON, NY",0,0,"2018-12","2018"," NY","Clayton","36045","Jefferson"
"917","0901","BUFFALO-NIAGARA FALLS, NY",63874614,14793741,"2018-12","2018"," NY","Buffalo-Niagara Falls","36029","Erie"
"918","0903","ROCHESTER, NY",224652,49752,"2018-12","2018"," NY","Rochester","36055","Monroe"
"919","0904","OSWEGO, NY",6367982,2570852,"2018-12","2018"," NY","Oswego","36075","Oswego"
"920","0905","SODUS POINT, NY",259984,20971,"2018-12","2018"," NY","Sodus Point","36117","Wayne"
"921","0906","SYRACUSE, NY",0,0,"2018-12","2018"," NY","Syracuse","36067","Onondaga"
"922","1001","NEW YORK, NY",8518754321,2466980742,"2018-12","2018"," NY","New York","36005","Bronx"
"923","1002","ALBANY, NY",107914249,95990553,"2018-12","2018"," NY","Albany","36001","Albany"
"924","1101","PHILADELPHIA, PA",9640383509,3201888231,"2018-12","2018"," PA","Philadelphia","42017","Bucks"
"925","1102","CHESTER, PA",4381287966,772722983,"2018-12","2018"," PA","Chester","42045","Delaware"
"926","1103","WILMINGTON, DE",834082952,1490518706,"2018-12","2018"," DE","Wilmington","34033","Salem"
"927","1104","PITTSBURGH, PA",0,0,"2018-12","2018"," PA","Pittsburgh","42003","Allegheny"
"928","1105","PAULSBORO, NJ",106662,31080,"2018-12","2018"," NJ","Paulsboro","42045","Delaware"
"929","1107","CAMDEN, NJ",706825,12025,"2018-12","2018"," NJ","Camden","42101","Philadelphia"
"930","1301","ANNAPOLIS, MD",3784543,939760,"2018-12","2018"," MD","Annapolis","24003","Anne Arundel"
"931","1302","CAMBRIDGE, MD",79740,9978,"2018-12","2018"," MD","Cambridge","24019","Dorchester"
"932","1303","BALTIMORE, MD",20606614449,5409441145,"2018-12","2018"," MD","Baltimore","24005","Baltimore"
"933","1401","NORFOLK-NEWPORT NEWS, VA",47215875870,9701913964,"2018-12","2018"," VA","Norfolk-Newport News","51811","Virginia Beach"
"934","1404","RICHMOND-PETERSBURG, VA",5666424,1551178,"2018-12","2018"," VA","Richmond-Petersburg","51812","Virginia Beach"
"935","1409","CHARLESTON, WV",0,0,"2018-12","2018"," WV","Charleston","51813","Virginia Beach"
"936","1501","WILMINGTON, NC",3785077388,1070458208,"2018-12","2018"," NC","Wilmington","37129","New Hanover"
"937","1502","WINSTON-SALEM, NC",0,0,"2018-12","2018"," NC","Winston-Salem","37067","Forsyth"
"938","1503","DURHAM, NC",0,0,"2018-12","2018"," NC","Durham","37183","Wake"
"939","1511","BEAUFORT-MOREHEAD CITY, NC",179059016,142171615,"2018-12","2018"," NC","Beaufort-Morehead Cty","37031","Carteret"
"940","1512","CHARLOTTE, NC",0,0,"2018-12","2018"," NC","Charlotte","45091","York"
"941","1601","CHARLESTON, SC",43448641149,7955987401,"2018-12","2018"," SC","Charleston","45019","Charleston"
"942","1602","GEORGETOWN, SC",7855742,1442109,"2018-12","2018"," SC","Georgetown","45043","Georgetown"
"943","1604","COLUMBIA, SC",0,0,"2018-12","2018"," SC","Columbia","45079","Richland"
"944","1701","BRUNSWICK, GA",582486851,42086854,"2018-12","2018"," GA","Brunswick","13127","Glynn"
"945","1703","SAVANNAH, GA",69241674386,14123904661,"2018-12","2018"," GA","Savannah","13103","Effingham"
"946","1704","ATLANTA, GA",0,0,"2018-12","2018"," GA","Atlanta","13067","Cobb"
"947","1801","TAMPA, FL",1038477516,561138873,"2018-12","2018"," FL","Tampa","12057","Hillsborough"
"948","1803","JACKSONVILLE, FL",6667247812,1996639052,"2018-12","2018"," FL","Jacksonville","12089","Nassau"
"949","1805","FERNANDINA, FL",396520,182989,"2018-12","2018"," FL","Fernandina Beach","12089","Nassau"
"950","1808","ORLANDO, FL",0,0,"2018-12","2018"," FL","Orlando","12097","Osceola"
"951","1814","ST. PETERSBURG, FL",0,0,"2018-12","2018"," FL","St. Petersburg","12057","Hillsborough"
"952","1816","PORT CANAVERAL, FL",29897930,62215566,"2018-12","2018"," FL","Port Canaveral","12009","Brevard"
"953","1818","PANAMA CITY, FL",548083261,115979720,"2018-12","2018"," FL","Panama City","12005","Bay"
"954","1819","PENSACOLA, FL",6681030,4429580,"2018-12","2018"," FL","Pensacola","12113","Santa Rosa"
"955","1821","PORT MANATEE, FL",249378306,381777483,"2018-12","2018"," FL","Port Manatee","12081","Manatee"
"956","1901","MOBILE, AL",4308605633,1216775116,"2018-12","2018"," AL","Mobile","01003","Baldwin"
"957","1902","GULFPORT, MS",1424586030,823969133,"2018-12","2018"," MS","Gulfport","28047","Harrison"
"958","1903","PASCAGOULA, MS",12067817,5512991,"2018-12","2018"," MS","Pascagoula","28059","Jackson"
"959","1904","BIRMINGHAM, AL",0,0,"2018-12","2018"," AL","Birmingham","01073","Jefferson"
"960","1910","HUNTSVILLE, AL",0,0,"2018-12","2018"," AL","Huntsville","01103","Morgan"
"961","2001","MORGAN CITY, LA",93987081,76115499,"2018-12","2018"," LA","Morgan City","22101","St. Mary"
"962","2002","NEW ORLEANS, LA",5308161760,2667359295,"2018-12","2018"," LA","New Orleans","22071","Orleans"
"963","2004","BATON ROUGE, LA",80388636,277020980,"2018-12","2018"," LA","Baton Rouge","22121","West Baton Rouge"
"964","2010","GRAMERCY, LA",97800757,361069503,"2018-12","2018"," LA","Gramercy","22093","St. James"
"965","2011","GREENVILLE, MS",16730,5047,"2018-12","2018"," MS","Greenville","05017","Chicot"
"966","2015","VICKSBURG, MS",0,0,"2018-12","2018"," MS","Vicksburg","22065","Madison"
"967","2017","LAKE CHARLES, LA",98929895,416149860,"2018-12","2018"," LA","Lake Charles","22019","Calcasieu"
"968","2018","SHREVEPORT-BOSSIER CITY, LA",0,0,"2018-12","2018"," LA","Shreveport/Bossier City","22017","Caddo "
"969","2101","PORT ARTHUR, TX",9570394,20871420,"2018-12","2018"," TX","Port Arthur","22023","Cameron"
"970","2103","ORANGE, TX",855889,26639,"2018-12","2018"," TX","Orange","48361","Orange"
"971","2104","BEAUMONT, TX",41671416,134875384,"2018-12","2018"," TX","Beaumont","48199","Hardin"
"972","2501","SAN DIEGO, CA",475753620,644925220,"2018-12","2018"," CA","San Diego","06073","San Diego"
"973","2704","LOS ANGELES, CA",236602119218,39461931904,"2018-12","2018"," CA","Los Angeles","06037","Los Angeles"
"974","2709","LONG BEACH, CA",65489298326,11427968903,"2018-12","2018"," CA","Long Beach","06059","Orange"
